104	sp|A5TZL4|MSHA_MYCTA	30.556	216	136	6	147	352	235	446	2.46e-14	77.4
104	sp|C1AKG4|MSHA_MYCBT	30.556	216	136	6	147	352	235	446	2.46e-14	77.4
104	sp|A1KFW0|MSHA_MYCBP	30.556	216	136	6	147	352	235	446	2.46e-14	77.4
104	sp|P64708|MSHA_MYCBO	30.556	216	136	6	147	352	235	446	2.46e-14	77.4
104	sp|B8HCF8|MSHA_PSECP	28.797	316	174	14	56	333	87	389	2.93e-14	77.0
104	sp|A0R043|PIMB_MYCS2	33.333	144	88	2	177	315	201	341	5.07e-14	75.9
104	sp|Q47KS6|MSHA_THEFY	26.498	317	180	12	74	351	122	424	1.21e-13	75.1
104	sp|B1VEI4|MSHA_CORU7	29.167	216	128	7	147	343	190	399	1.63e-13	74.7
104	sp|C7R101|MSHA_JONDD	27.119	236	149	8	133	349	183	414	1.87e-13	74.3
104	sp|C8XA09|MSHA_NAKMY	29.317	249	151	9	125	354	193	435	1.89e-13	74.7
104	sp|C3PK12|MSHA_CORA7	26.627	338	184	15	51	347	88	402	1.92e-13	74.3
104	sp|D1BD84|MSHA_SANKS	32.065	184	112	6	174	349	238	416	2.28e-13	74.3
104	sp|A8LZG1|MSHA_SALAI	31.532	222	116	9	147	341	211	423	3.62e-13	73.6
104	sp|C4LLD6|MSHA_CORK4	28.302	265	154	11	110	348	178	432	4.42e-13	73.6
104	sp|Q9HTC0|WBPZ_PSEAE	27.888	251	141	10	112	343	127	356	7.51e-13	72.4
104	sp|D3Q051|MSHA_STANL	28.390	236	146	8	130	347	194	424	7.83e-13	72.8
104	sp|Q6NJL3|MSHA_CORDI	33.728	169	98	7	161	323	222	382	8.11e-13	72.4
104	sp|Q9L1I4|Y2592_STRCO	36.196	163	95	5	165	326	207	361	8.88e-13	73.2
104	sp|B2HQV2|MSHA_MYCMM	29.630	216	138	6	147	352	225	436	1.05e-12	72.4
104	sp|Q5YP47|MSHA_NOCFA	28.514	249	150	10	123	351	177	417	1.20e-12	72.0
104	sp|A1SP12|MSHA_NOCSJ	25.078	319	184	13	74	349	143	449	1.35e-12	72.0
104	sp|A1R8N8|MSHA_PAEAT	27.426	237	158	6	130	355	171	404	3.00e-12	70.9
104	sp|Q48453|YC07_KLEPN	40.000	80	46	1	228	307	240	317	4.23e-12	70.1
104	sp|A0QQZ8|MSHA_MYCS2	30.000	230	142	8	133	351	186	407	5.08e-12	70.1
104	sp|A8LDJ8|MSHA_FRASN	32.955	176	105	6	184	351	257	427	8.69e-12	69.3
104	sp|A0PVZ1|MSHA_MYCUA	27.848	237	156	7	127	352	201	433	9.31e-12	69.3
104	sp|Q82G92|MSHA_STRAW	31.875	160	98	5	184	336	282	437	1.11e-11	69.3
104	sp|P9WMY9|GLGSY_MYCTU	26.136	264	170	7	69	316	104	358	1.50e-11	68.6
104	sp|P9WMY8|GLGSY_MYCTO	26.136	264	170	7	69	316	104	358	1.50e-11	68.6
104	sp|C6WPK3|MSHA_ACTMD	31.633	196	115	7	147	326	192	384	1.67e-11	68.6
104	sp|Q8NNK8|PIMB_CORGL	33.690	187	98	8	150	318	168	346	1.92e-11	68.2
104	sp|P54138|MSHA_MYCLE	32.484	157	96	4	203	352	245	398	2.06e-11	68.2
104	sp|B8ZT88|MSHA_MYCLB	32.484	157	96	4	203	352	245	398	2.06e-11	68.2
104	sp|P37287|PIGA_HUMAN	27.778	270	172	10	58	315	107	365	2.69e-11	68.2
104	sp|P39862|CAPM_STAAU	32.941	170	98	7	170	334	199	357	3.90e-11	67.4
104	sp|D6Z995|MSHA_SEGRD	25.101	247	162	7	126	355	201	441	4.49e-11	67.4
104	sp|C7MSY6|MSHA_SACVD	29.592	196	119	6	147	326	203	395	6.18e-11	67.0
104	sp|B1MHQ0|MSHA_MYCA9	37.815	119	65	3	202	314	265	380	7.83e-11	66.6
104	sp|A0LQY9|MSHA_ACIC1	29.412	221	135	9	147	351	217	432	9.31e-11	66.2
139	sp|Q07736|T1RA_ECOLX	57.876	838	314	9	1	836	4	804	0.0	976
139	sp|Q47281|T1RE_ECOLX	57.788	841	313	10	1	836	4	807	0.0	958
139	sp|P08956|T1RK_ECOLI	27.939	587	300	22	57	560	297	843	5.35e-38	157
139	sp|P33919|RADD_ECOLI	23.649	444	235	19	167	586	6	369	7.06e-13	75.9
141	sp|P19705|T1SE_ECOLX	42.647	612	288	17	40	612	7	594	3.98e-129	395
141	sp|P19704|T1SA_ECOLX	43.607	610	280	18	40	612	7	589	2.68e-127	390
141	sp|P71344|T1SI_HAEIN	32.099	162	98	5	451	608	33	186	5.09e-15	80.9
288	sp|P44169|Y1375_HAEIN	24.224	322	216	6	4	323	1	296	2.72e-23	100
